gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,MonthlyCharges,TotalCharges,avg_monthly_spend,charge_gap,is_high_value,PhoneService,MultipleLines,InternetService,streaming_count,security_count,Contract,PaperlessBilling,PaymentMethod,payment_electronic_check,month_to_month_paperless,no_support_services,is_isolated,fiber_no_security,no_internet_services,segment,segment_label
Female,no,Yes,Yes,0.6754621043330061,36+,1.4343846919184566,1.327929956711516,1.4320644284302926,-0.028010335992370725,1,Yes,Yes,Fiber optic,1.4392605958164588,1.3486718610379804,Two year,Yes,Bank transfer (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,Yes,No,1.2866215234776603,36+,1.0670777926846788,1.778448536698697,1.121871928349811,-0.6729807899560286,1,Yes,No,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Mailed check,0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-1.2802480369298874,0-12,-1.5190287014680746,-0.998936852974026,-1.5140409150515504,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,No,No,-0.506112772679992,12-36,-0.4918990013482794,-0.5648304466885765,-0.48525867083035246,-0.05783099347848651,0,Yes,No,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Mailed check,0,0,0,1,0,0,1,Low Engagement
Female,no,Yes,No,0.18653456901728277,36+,-0.6448050408483137,-0.304507782906139,-0.720343596623805,0.8962070750819726,0,No,No phone service,DSL,0.2665050326900002,0.5711787862044767,Two year,No,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,-0.09867315991688919,12-36,0.6864747161030716,0.09999494447107968,0.6250243968602649,0.6828096003967958,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Female,no,No,No,0.22727853029359305,36+,0.6416001175541483,0.3989876895695595,0.6323305254511268,0.08245061034617117,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,One year,No,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Female,yes,No,No,-1.2802480369298874,0-12,0.32082983903777235,-0.974517126780724,0.31972761301038716,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,1,1,1,0,3,At risk High-value
Female,no,No,No,0.18653456901728277,36+,-0.001602461647082585,0.027309309595803695,-0.04690073427102156,0.5227227511957836,0,Yes,No,DSL,1.4392605958164588,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Female,no,Yes,No,0.797693988161937,36+,0.048258203407276413,0.4618348439730985,-0.025147275544934757,0.8451256729800807,0,No,No phone service,DSL,1.4392605958164588,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,Yes,1.5718292524118322,36+,0.4022689252932255,1.429182479952037,0.43020121862349286,-0.3376524801858592,1,Yes,No,DSL,0.2665050326900002,2.126164935871484,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-0.26164900502213034,12-36,0.8310706447607126,0.02294155369131079,0.8289166226786174,-0.006886682654115528,1,Yes,No,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,No,Electronic check,1,0,1,1,1,0,3,At risk High-value
Male,no,No,No,1.368109446030281,36+,0.325815905543208,1.1096303989798828,0.2618497801326828,0.7256118212275876,1,Yes,Yes,DSL,0.2665050326900002,1.3486718610379804,Two year,Yes,Credit card (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,Yes,No,1.6125732136881425,36+,1.7335486822446107,2.7843780165006575,1.8078354670082555,-0.9233451842566067,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,Yes,-0.3023929662984406,12-36,-0.8026971468537838,-0.5791690393043366,-0.8606428498223269,0.6992470432544119,0,No,No phone service,DSL,0.2665050326900002,-0.2063142886290269,One year,Yes,Credit card (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,1.4903413298592119,36+,1.6471235294837214,2.37469133640851,1.5339093459448425,1.2433834647541133,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,Yes,0.8384379494382472,36+,0.1629377330323022,0.6188755221755537,0.15732606417348607,0.05852576251121736,0,Yes,Yes,DSL,0.2665050326900002,0.5711787862044767,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Female,no,No,No,-0.8320644628904743,0-12,1.0205411719672768,-0.5153733318508318,0.9319500928323304,0.9832070541707194,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,One year,No,Mailed check,0,0,1,1,1,0,3,At risk High-value
Male,no,No,No,-0.26164900502213034,12-36,1.1252485685814309,0.11192906540204313,1.0859321963775215,0.4106655330492705,1,Yes,No,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,1,1,0,3,At risk High-value
Male,no,No,No,-0.46536881140368175,12-36,-0.10464783609275789,-0.3925246821936507,0.05176565276491847,-1.8007369292590893,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,No,Mailed check,0,0,1,1,0,0,2,Stable Mid-Value
Female,no,No,Yes,-1.2802480369298874,0-12,0.8161124452444047,-0.9679434335507293,0.8133708120731307,0.00046458874911472516,1,Yes,No,Fiber optic,1.4392605958164588,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,0.6347181430566958,36+,1.0172171276303197,0.9538471050529637,0.9213897727181524,1.06682776638245,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,0,Loyal High-Value
Female,no,Yes,No,-0.26164900502213034,12-36,-0.9772094745440403,-0.5756174802102791,-0.899853971457739,-0.8552234025866938,0,No,No phone service,DSL,-0.9062505304364585,0.5711787862044767,One year,No,Credit card (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,No,1.1236456783724194,36+,-1.4907743246039378,-0.45228352434148755,-1.4521146457284109,-0.3891282913839908,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-0.5876006952326126,12-36,-1.5140426349626388,-0.8611760669964544,-1.5369561194823154,0.3222052338304183,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,yes,No,No,-0.9135523854430948,0-12,-1.1683420239190832,-0.8788015062272116,-1.1814115379649768,0.19542030636273733,0,No,No phone service,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,1,Low Engagement
Male,no,Yes,Yes,-1.1172721918246462,0-12,0.6548962949019775,-0.8071747212681765,0.859753394535402,-2.3886986173001743,1,Yes,Yes,Fiber optic,-0.9062505304364585,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,3,At risk High-value
Female,no,No,Yes,-1.1580161531009565,0-12,-1.4758161250876303,-0.9699728958901906,-1.4448811715586996,-0.3005699752130962,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,Yes,Mailed check,0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,1.3273654847539706,36+,-1.3312201964299892,-0.25068291216390126,-1.2726476067643895,-0.6249815822375728,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,1.5310852911355222,36+,-1.3112759304082455,-0.25066085279064615,-1.3350656746626945,0.3245716431011731,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-0.5876006952326126,12-36,0.8609870437933281,-0.3026768549259727,0.7930324177791588,0.7511927606054912,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Male,no,No,Yes,1.2051336009250397,36+,-1.4891123024354593,-0.45583508343554513,-1.4788264889655636,-0.06180779416984643,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,Yes,1.368109446030281,36+,-0.1678046784949459,0.755974526955475,-0.14053418200754017,-0.30824425702646785,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Two year,Yes,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,1.3273654847539706,36+,0.5884154081628322,1.293473215687182,0.511297872553735,0.8673265126178262,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,yes,No,No,-1.1987601143772668,0-12,0.18288199905404562,-0.9034638855263191,0.4539057979905288,-3.134117537587554,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,No,No,0.06430268518835193,12-36,-1.477478147256109,-0.7103561320519136,-1.490849623820415,0.21071095088145245,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,Yes,Yes,-0.6690886177852331,12-36,0.8643110881302852,-0.37108297138977564,0.8394610147081585,0.25371588859033717,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Bank transfer (automatic),0,1,1,0,1,0,3,At risk High-value
Female,no,No,No,0.8791819107145575,36+,1.301422918440166,1.480514641516458,1.312873186565963,-0.18181971511982942,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Female,yes,No,No,0.7162060656093164,36+,1.3346633618097385,1.296671824809159,1.313540703096637,0.19274444357196155,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,1,1,0,0,Loyal High-Value
Male,no,Yes,No,1.5718292524118322,36+,1.3446354948206103,2.2096651650877397,1.255685197545836,0.9749739753292193,1,Yes,No,Fiber optic,1.4392605958164588,1.3486718610379804,Two year,Yes,Electronic check,1,0,0,0,1,0,0,Loyal High-Value
Female,no,No,No,-0.9135523854430948,0-12,0.33080197204864403,-0.6545679770899794,0.5024418574956914,-1.9930531903784132,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,No,No,-1.2802480369298874,0-12,-0.46530664665262134,-0.984951210330346,-0.463806726441552,0.00046458874911472516,0,Yes,No,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,1,Low Engagement
Male,no,No,No,-0.5876006952326126,12-36,-1.3644606397995618,-0.8200794546223605,-1.3655062164521343,0.06417560757709621,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,One year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,No,No,-1.1580161531009565,0-12,-0.11628199127210836,-0.8973313797614247,-0.08115042112781422,-0.4009148298671674,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,3,At risk High-value
Female,no,Yes,Yes,1.0421577558197987,36+,0.36570443758669524,0.9408100154592495,0.37550666691975637,-0.12706729549103538,1,Yes,Yes,DSL,0.2665050326900002,1.3486718610379804,Two year,No,Mailed check,0,0,0,0,0,0,0,Loyal High-Value
Female,no,Yes,No,0.9606698332671781,36+,1.1036422803912085,1.3179591200002492,0.9713319028566312,1.484476248735157,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,One year,Yes,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-1.2395040756535771,0-12,0.5136244105812937,-0.9435898854771921,0.24766895811364445,3.0490368396680054,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,Yes,No,-0.01718523736426863,12-36,0.4687498120323708,0.07264132163486049,0.38759319962650024,0.9185005506735584,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,Yes,Yes,0.9606698332671781,36+,-0.42541811460913403,0.2654181845104408,-0.4400829820954157,0.18545408270321656,0,No,No phone service,DSL,0.2665050326900002,1.3486718610379804,One year,Yes,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,0.1457906077409725,12-36,0.6632064057443707,0.33832441311826694,0.6601886523341419,0.009490316416411073,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,No,No,-1.1580161531009565,0-12,-0.013236616826432828,-0.8957431048870637,-0.05133304668778277,0.44007061866218605,0,Yes,Yes,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Mailed check,0,1,0,1,0,0,3,At risk High-value
Male,no,No,No,0.8384379494382472,36+,0.6864747161030716,0.9855905431669308,0.6769110041012464,0.08413037951190092,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Bank transfer (automatic),0,0,1,1,1,0,3,At risk High-value
Male,no,No,No,-0.9135523854430948,0-12,-0.6315088635004846,-0.8149175612806869,-0.7016831136409144,0.8338047150191066,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Credit card (automatic),0,1,1,1,0,0,1,Low Engagement
Male,no,No,No,-1.1580161531009565,0-12,-1.1400876470549464,-0.9551269376895652,-1.1661715465845162,0.3445040904202118,0,No,No phone service,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,0,1,0,0,1,Low Engagement
Male,no,Yes,Yes,-1.2802480369298874,0-12,-1.4924363467724167,-0.9985839030019457,-1.487536582215967,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,No,0.7569500268856267,36+,0.14465548917903734,0.6027942390726474,0.2240066952818764,-0.92109656006268,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,1,0,1,0,2,Stable Mid-Value
Male,yes,No,No,-0.8320644628904743,0-12,1.151840923277089,-0.4778723973173055,1.166623873147393,-0.21456009979532126,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,No,No,-1.076528230548336,0-12,-0.5168293338754589,-0.8945960174778028,-0.7354761380062833,2.5425342399855575,0,No,No phone service,DSL,1.4392605958164588,-0.2063142886290269,One year,Yes,Mailed check,0,0,0,1,0,0,3,At risk High-value
Male,no,Yes,Yes,1.24587756220135,36+,-0.8459097232342282,0.04930250473105428,-0.8873238782101474,0.5101527393729612,0,No,No phone service,DSL,-0.9062505304364585,1.3486718610379804,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Female,no,No,No,-1.2802480369298874,0-12,0.1928541320649173,-0.9762156985213601,0.19217551123914098,0.00046458874911472516,1,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,No,0.6347181430566958,36+,1.3396494283151743,1.235435004653236,1.36192077355959,-0.30813565869892023,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Credit card (automatic),0,1,0,0,1,0,0,Loyal High-Value
Female,no,No,No,-1.1172721918246462,0-12,0.5385547431084732,-0.8354768971543614,0.43469015668473077,1.1778442166902037,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Female,no,No,Yes,0.10504664646466222,12-36,-1.485788258098502,-0.7230182123002925,-1.5367589146249079,0.6448560363235519,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,Yes,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-1.076528230548336,0-12,0.6665304500813278,-0.7764018955774299,0.7437969383797239,-0.9169740823738144,1,Yes,No,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,No,-1.2395040756535771,0-12,-1.4974224132778524,-0.9900248661789997,-1.4958191862270867,0.03869120004590389,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,no,No,No,0.7162060656093164,36+,-1.4974224132778524,-0.5710070711999808,-1.49147910172526,-0.011385660752889291,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Bank transfer (automatic),0,0,0,1,0,1,1,Low Engagement
Female,no,No,No,0.02355872391204165,12-36,0.18620604339100316,0.05417762622041258,0.2687770489419829,-0.9598342223126316,1,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,1,1,1,0,3,At risk High-value
Male,no,No,No,-0.05792919864057891,12-36,-1.4741541029191516,-0.7256432777176394,-1.4643987271397418,-0.056258769949345824,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,no,Yes,Yes,-0.9542963467194051,0-12,-1.477478147256109,-0.9230526089767728,-1.4433626941566609,-0.33720381103918456,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,Yes,0.8791819107145575,36+,0.7114050486302511,0.988590617929613,0.6287914478697674,0.926044112277837,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,0,Loyal High-Value
Female,no,No,No,0.5532302205040753,36+,1.025527238472713,1.0504230411634212,1.212448280121958,-2.1959035342381044,1,Yes,No,Fiber optic,0.2665050326900002,1.3486718610379804,One year,Yes,Credit card (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,No,Yes,0.06430268518835193,12-36,1.2964368519347298,0.5239099203127121,1.2351989622394592,0.6570628533763025,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,Yes,1.5718292524118322,36+,1.0770499256955504,2.041374206525226,1.077690870782925,-0.04853008206789555,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Two year,Yes,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Female,no,Yes,Yes,1.24587756220135,36+,-0.041490993690569876,0.7636511888482201,-0.035845891886038095,-0.06354981588280918,0,Yes,No,DSL,-0.9062505304364585,2.126164935871484,Two year,No,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
Female,no,No,No,0.7569500268856267,36+,-1.3245721077560746,-0.43911407850824336,-1.3101264523777838,-0.1160890986361917,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,1,0,1,1,Low Engagement
Female,yes,No,No,-0.26164900502213034,12-36,0.8094643565704907,-0.002492903671722088,0.7554562963338392,0.5922419367090143,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,No,1.2866215234776603,36+,1.1368827237607813,1.805559506429111,1.1536823043800182,-0.2372571502527906,1,Yes,No,Fiber optic,1.4392605958164588,0.5711787862044767,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,yes,Yes,No,-1.2802480369298874,0-12,-1.3295581742615106,-0.9964220844229541,-1.3251975435980177,0.00046458874911472516,0,No,No phone service,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,0,0,1,Low Engagement
Male,yes,Yes,No,1.1643896396487294,36+,0.6897987604400287,1.3096427362831082,0.7055068673774976,-0.20758844322684833,1,Yes,Yes,Fiber optic,-0.9062505304364585,0.5711787862044767,One year,Yes,Bank transfer (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,No,No,-0.7098325790615434,12-36,0.9706805069129179,-0.34317786422218105,1.1782471274429978,-2.4320221101032,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Male,no,No,No,1.2866215234776603,36+,1.3579316721684396,2.0381976567765046,1.4266458728214872,-0.8447018953908212,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Credit card (automatic),0,0,0,1,1,0,0,Loyal High-Value
Female,no,No,No,-0.5876006952326126,12-36,-0.48192686833740767,-0.6044270216813293,-0.46583136297760347,-0.16730776083123577,0,Yes,Yes,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,1,Low Engagement
Female,no,Yes,Yes,1.0014137945434884,36+,1.0039209502824906,1.4349620357448511,1.070770895323968,-0.8096713138214222,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,One year,Yes,Electronic check,1,0,1,0,1,0,0,Loyal High-Value
Male,no,Yes,Yes,-0.7505765403378537,12-36,-0.11295794693515106,-0.6475530963948846,-0.21686680399573552,1.2032376084802143,0,Yes,No,DSL,0.2665050326900002,0.5711787862044767,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,yes,No,No,-0.5876006952326126,12-36,0.5235965435921655,-0.3845612484485901,0.4514210167871932,0.8127800788058676,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Female,yes,Yes,No,1.6125732136881425,36+,0.45545363468454153,1.4642789428007665,0.4310136007931279,0.26459985430678856,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,No,1.5310852911355222,36+,1.6454615073152428,2.629918284969039,1.7551265527203477,-1.3281832010378345,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,No,0.22727853029359305,36+,-1.4874502802669807,-0.6802230281855625,-1.5003528221068576,0.20568113360555906,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,Yes,Yes,1.4495973685829016,36+,-0.07140739272318523,0.9231845762284921,-0.014889589038855093,-0.6493878032962956,0,Yes,No,DSL,-0.9062505304364585,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,-0.791320501614164,12-36,0.5335686766030371,-0.5623377375107598,0.42383357419630924,1.2457699644560316,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,yes,Yes,No,1.3273654847539706,36+,0.9274679305324735,1.6258197331472448,0.8952539095738324,0.336270666448601,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,No,-0.09867315991688919,12-36,1.1850813666466615,0.3589499271117064,1.2732209867705058,-1.0622352053016093,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,1,1,1,0,3,At risk High-value
Male,no,Yes,No,0.7569500268856267,36+,0.34576017156495187,0.7138190646651402,0.38748256190135205,-0.49460750461419734,1,Yes,Yes,DSL,1.4392605958164588,-0.2063142886290269,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,No,-0.05792919864057891,12-36,0.6632064057443707,0.1456357877357068,0.6461690833583308,0.17125122309121552,1,Yes,Yes,Fiber optic,-0.9062505304364585,0.5711787862044767,Month-to-month,Yes,Credit card (automatic),0,1,0,1,0,0,2,Stable Mid-Value
Female,no,Yes,No,-0.9542963467194051,0-12,0.8194364895813623,-0.630986507080368,0.9935634637817163,-2.0404117143738776,1,Yes,No,Fiber optic,1.4392605958164588,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Female,no,Yes,Yes,1.6125732136881425,36+,0.4886940780541142,1.49050753760098,0.45836920126318786,0.3312309614977161,1,Yes,Yes,DSL,0.2665050326900002,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-0.9135523854430948,0-12,0.24437681928775531,-0.6569503894015212,0.48455143283167224,-2.780521383092254,1,Yes,Yes,DSL,1.4392605958164588,-0.9838073634625305,Month-to-month,Yes,Credit card (automatic),0,1,1,1,0,0,3,At risk High-value
Female,no,No,No,0.18653456901728277,36+,-1.495760391109374,-0.7007161859394718,-1.524472519022312,0.3884130358286859,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,Yes,Electronic check,1,0,0,1,0,1,1,Low Engagement
Female,no,No,No,-1.2395040756535771,0-12,0.38564870360843917,-0.936420589169312,0.5168535884750399,-1.5285998631224302,1,Yes,No,DSL,1.4392605958164588,0.5711787862044767,Month-to-month,No,Electronic check,1,0,0,1,0,0,3,At risk High-value
Male,no,No,No,0.9199258719908678,36+,1.2000395661629695,1.4421313320527311,1.1975631639489308,-0.01725865830666927,1,Yes,No,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Mailed check,0,0,0,1,0,0,0,Loyal High-Value
Male,no,No,Yes,0.02355872391204165,12-36,1.0138930832933621,0.4375915927658366,1.1412615357133427,-1.5083281753135294,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,0,0,Loyal High-Value
Female,no,Yes,Yes,0.5532302205040753,36+,0.8692971546357213,0.8617712810865292,0.9044794561954496,-0.4391414411639566,1,Yes,No,Fiber optic,0.2665050326900002,0.5711787862044767,One year,No,Bank transfer (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,No,Yes,-1.2802480369298874,0-12,-0.3423170061852024,-0.9833188167094751,-0.34122418707697794,0.00046458874911472516,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,Month-to-month,No,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Female,yes,No,No,-0.506112772679992,12-36,-0.10630985826123643,-0.48925503391689357,-0.20149665740938608,1.1023466593790496,0,Yes,Yes,DSL,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,1,1,0,0,3,At risk High-value
